DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2013-0405-GTM,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000jkmw,,GTM,Guatemala,Latin America and the Caribbean,Americas,"Ciudad Tecun Uman city (Ayutla district, San Marcos province)",,,No,No,No,,6.4,Richter,14.6056,-92.1207,,2013,9.0,7.0,2013,9.0,7.0,1.0,52.0,520.0,,572.0,,,,,2000.0,2513.0,79.6013094233451,"[{""adm2_code"":65023,""adm2_name"":""Ayutla""}]",2014-02-27,2023-09-25
2013-0409-PER,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000jzma,,PER,Peru,Latin America and the Caribbean,Americas,"Arequipa, Ayacucho, Ica provinces",,,No,No,No,,7.1,Richter,-15.8385,-74.5112,,2013,9.0,25.0,2013,9.0,25.0,,29.0,7055.0,,7084.0,,,,,,,79.6013094233451,"[{""adm1_code"":2331,""adm1_name"":""Arequipa""},{""adm1_code"":2332,""adm1_name"":""Ayacucho""},{""adm1_code"":2338,""adm1_name"":""Ica""}]",2013-11-27,2023-09-25
2013-0428-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Stabat, Batang Serangan, Secanggang, Wampu, Padang Tualang villages (Langkat district, Sumatera Utara province)",Torrential rain,,No,No,No,,31023.66,Km2,2.954,99.677,,2013,10.0,7.0,2013,10.0,14.0,,,16000.0,,16000.0,,,,,,,79.6013094233451,"[{""adm2_code"":18234,""adm2_name"":""Langkat""}]",2013-10-30,2023-09-25
2013-0431-THA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,THA,Thailand,South-eastern Asia,Asia,"Ang Thong, Chachoengsao, Chainat, Chanthaburi, Chian Rai, Nahkon Nayok, Nakhon Ratchasima, Nakhon Sawan, Pathum Thani, Prachinburi, Phangnga, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Prachuap Khilikhan, Sa Kaeo, Sakon Nakhon, Si Saket, Surin, Tak, Ubon Ratchathani provinces",Monsoonal rain,,No,No,No,,312091.0,Km2,13.082,101.694,,2013,9.0,30.0,2013,10.0,14.0,61.0,,3500000.0,,3500000.0,,,,,482000.0,605518.0,79.6013094233451,"[{""adm1_code"":2852,""adm1_name"":""Ang Thong""},{""adm1_code"":2855,""adm1_name"":""Chachoengsao""},{""adm1_code"":2856,""adm1_name"":""Chainat""},{""adm1_code"":2858,""adm1_name"":""Chanthaburi""},{""adm1_code"":2860,""adm1_name"":""Chiang Rai""},{""adm1_code"":2875,""adm1_name"":""Nakhon Nayok""},{""adm1_code"":2878,""adm1_name"":""Nakhon Ratchasima""},{""adm1_code"":2879,""adm1_name"":""Nakhon Sawan""},{""adm1_code"":2886,""adm1_name"":""Pathum Thani""},{""adm1_code"":2888,""adm1_name"":""Phachinburi""},{""adm1_code"":2889,""adm1_name"":""Phangnga""},{""adm1_code"":2893,""adm1_name"":""Phetchaburi""},{""adm1_code"":2894,""adm1_name"":""Phichit""},{""adm1_code"":2895,""adm1_name"":""Phitsanulok""},{""adm1_code"":2896,""adm1_name"":""Phra Nakhon Si Ayudhya""},{""adm1_code"":2899,""adm1_name"":""Prachuap Khilikhan""},{""adm1_code"":2904,""adm1_name"":""Sa Kaeo""},{""adm1_code"":2905,""adm1_name"":""Sakon Nakhon""},{""adm1_code"":2911,""adm1_name"":""Si Saket""},{""adm1_code"":2917,""adm1_name"":""Surin""},{""adm1_code"":2918,""adm1_name"":""Tak""},{""adm1_code"":2921,""adm1_name"":""Ubon Ratchathani""}]",2013-10-30,2023-09-25
2013-0436-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000ki9y,,IDN,Indonesia,South-eastern Asia,Asia,Nangroe Aceh Darussalam province,,,No,No,No,,5.4,Richter,5.1033,95.9709,,2013,10.0,22.0,2013,10.0,22.0,1.0,3.0,2735.0,,2738.0,,,,,,,79.6013094233451,"[{""adm1_code"":1512,""adm1_name"":""Nangroe Aceh Darussalam""}]",2013-11-13,2023-09-25
2013-0438-SOM,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,GLIDE:TC-2013-000140,Cyclone 3A,SOM,Somalia,Sub-Saharan Africa,Africa,"Bandarbeyla, Caluula, Qandala, Qardho, Iskushuban districts (Baria province), Eyl, Garoowe districts (Nugaal province)",,Flood|Surge,No,Yes,Yes,,,Kph,21.68,57.43,,2013,11.0,8.0,2013,11.0,19.0,162.0,,142380.0,,142380.0,,,,,2000.0,2513.0,79.6013094233451,"[{""adm2_code"":25662,""adm2_name"":""Bandarbeyla""},{""adm2_code"":25664,""adm2_name"":""Caluula""},{""adm2_code"":25665,""adm2_name"":""Iskushuban""},{""adm2_code"":25666,""adm2_name"":""Qandala""},{""adm2_code"":25667,""adm2_name"":""Qardho""},{""adm2_code"":25711,""adm2_name"":""Eyl""},{""adm2_code"":25712,""adm2_name"":""Garoowe""}]",2014-06-26,2023-09-25
2013-0441-ITA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ITA,Italy,Southern Europe,Europe,"Olbia, Arzachena cities (Sassari district, Sardegna province)",Cyclone Cleopatra,,No,No,Yes,,15699.0,Km2,40.3,9.01,,2013,11.0,18.0,2013,11.0,19.0,18.0,,2700.0,,2700.0,,,,,780000.0,979883.0,79.6013094233451,"[{""adm2_code"":18389,""adm2_name"":""Sassari""}]",2014-04-04,2023-09-25
2013-0443-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,VNM,Viet Nam,South-eastern Asia,Asia,"Quang Ngai, Binh Dinh, Quang Nam, Da Nang City, Phu Yen, Gia Lai, Kon Tum provinces",Tropical depression Podul,,No,No,No,,48985.0,Km2,15.58,107.7,Mekong river,2013,11.0,14.0,2013,11.0,20.0,47.0,66.0,2127865.0,2070.0,2130001.0,,,,,72000.0,90451.0,79.6013094233451,"[{""adm1_code"":3333,""adm1_name"":""Binh Dinh""},{""adm1_code"":3340,""adm1_name"":""Da Nang City""},{""adm1_code"":3344,""adm1_name"":""Gia Lai""},{""adm1_code"":3357,""adm1_name"":""Kon Tum""},{""adm1_code"":3370,""adm1_name"":""Phu Yen""},{""adm1_code"":3372,""adm1_name"":""Quang Nam""},{""adm1_code"":3374,""adm1_name"":""Quang Ngai""}]",2014-03-20,2023-09-25
2013-0445-SAU,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SAU,Saudi Arabia,Western Asia,Asia,"Riyad, Northern Frontier provinces","Rains, thunderstorms",,No,No,No,,,Km2,27.41,44.81,,2013,11.0,16.0,2013,11.0,19.0,15.0,,121.0,,121.0,,,,,,,79.6013094233451,"[{""adm1_code"":2631,""adm1_name"":""Northern Frontier""},{""adm1_code"":2633,""adm1_name"":""Riyad""}]",2013-11-28,2023-09-25
2013-0470-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000l4tb,,CHN,China,Eastern Asia,Asia,"Changling area (Songyuan district, Jilin Sheng province)",,,No,No,No,,5.3,Richter,44.5993,124.1681,,2013,11.0,22.0,2013,11.0,23.0,,,58300.0,,58300.0,,,,,,,79.6013094233451,"[{""adm2_code"":13174,""adm2_name"":""Songyuan""}]",2014-03-20,2023-09-25
2013-0484-PAK,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000k1gb,,PAK,Pakistan,Southern Asia,Asia,Awaran District district (Balochistan province),,,No,No,No,,6.8,Richter,27.1825,65.5052,,2013,9.0,28.0,2013,9.0,28.0,22.0,50.0,,,50.0,,,,,,,79.6013094233451,"[{""adm2_code"":40289,""adm2_name"":""Awaran District""}]",2014-03-11,2023-09-25
2013-0510-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Austin district (Texas province),Torrentiak rain,,No,No,Yes,,38936.0,Km2,30.66,-96.01,,2013,10.0,31.0,2013,11.0,10.0,4.0,,4800.0,,4800.0,,,,,,,79.6013094233451,"[{""adm2_code"":31207,""adm2_name"":""Austin""}]",2013-11-28,2023-09-25
2013-0511-CUB,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CUB,Cuba,Latin America and the Caribbean,Americas,La Habana,Heavy rains,,No,No,No,,7627.3,Km2,22.9043,-81.4,,2013,12.0,1.0,2013,12.0,8.0,2.0,,227.0,,227.0,,,,,,,79.6013094233451,"[{""adm1_code"":1012,""adm1_name"":""Ciudad De La Habana""}]",2013-12-27,2023-09-25
2013-0516-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000l7nt,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Borazjan city (Dashtestan district, Bushehr province)",,,No,No,No,,5.8,Richter,29.32,51.31,,2013,11.0,28.0,2013,11.0,28.0,8.0,120.0,,1500.0,1620.0,,,,,,,79.6013094233451,"[{""adm2_code"":40927,""adm2_name"":""Dashtestan""}]",2014-03-20,2023-09-25
2013-0531-VCT,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2013-000159,,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,"Pembroke, Vermont, Buccament Bay villages (Saint Andrew province), Spring Village village (Saint Patrick province), Sandy Bay, Byera, Orange Hill villages (Charlotte province), Kingstown town (Saint George province), Saint David province","Heavy rains, low-levl troug system","Rain|Slide (land, mud, snow, rock)",Yes,No,No,,830.23,Km2,13.9188,-60.99,,2013,12.0,23.0,2013,12.0,25.0,12.0,37.0,16885.0,500.0,17422.0,,,,,108000.0,135676.0,79.6013094233451,"[{""adm1_code"":61286,""adm1_name"":""Charlotte""},{""adm1_code"":61287,""adm1_name"":""Saint Andrew""},{""adm1_code"":61288,""adm1_name"":""Saint David""},{""adm1_code"":61289,""adm1_name"":""Saint George""},{""adm1_code"":61290,""adm1_name"":""Saint Patrick""}]",2014-07-29,2023-09-25
2013-0533-THA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,THA,Thailand,South-eastern Asia,Asia,"Nakhon Si Thammarat, Songkhla, Narathiwat, Phatthalung, Trang provinces",Monsoonal rains,,No,No,No,,38676.0,Km2,7.2182,100.39,,2013,11.0,20.0,2013,12.0,8.0,23.0,,,15254.0,15254.0,,,,,,,79.6013094233451,"[{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2890,""adm1_name"":""Phatthalung""},{""adm1_code"":2913,""adm1_name"":""Songkhla""},{""adm1_code"":2920,""adm1_name"":""Trang""}]",2014-03-20,2023-09-25
2013-0534-NER,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,NER,Niger,Sub-Saharan Africa,Africa,"Diffa, Zinder provinces",Heavy rains,,No,No,No,,65791.14,Km2,15.0103,13.2,Komadougou River,2013,11.0,3.0,2013,12.0,8.0,,,15086.0,,15086.0,,,,,,,79.6013094233451,"[{""adm1_code"":2203,""adm1_name"":""Diffa""},{""adm1_code"":2209,""adm1_name"":""Zinder""}]",2014-01-02,2023-09-25
2013-0535-MYS,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,MYS,Malaysia,South-eastern Asia,Asia,"Kuala Lumpur, Pahang, Terengganu, Johor, Kelantan provinces",Monsoonal rain,,No,No,No,,106697.53,Km2,3.58444,102.36,,2013,12.0,1.0,2013,12.0,8.0,4.0,,75000.0,,75000.0,,,,,2000.0,2513.0,79.6013094233451,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1894,""adm1_name"":""Kuala Lumpur""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]",2014-01-08,2023-09-25
2013-0541-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,Kota Tebingtinggi district (Sumatera Utara province),Heavy rainfall,,No,No,No,,22524.63,Km2,4.48013,97.29,,2013,12.0,28.0,2013,12.0,30.0,,,22500.0,,22500.0,,,,,2000.0,2513.0,79.6013094233451,"[{""adm2_code"":73757,""adm2_name"":""Kota Tebingtinggi""}]",2014-01-08,2023-09-25
2013-0542-IDN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sinabung,IDN,Indonesia,South-eastern Asia,Asia,Karo district (Sumatera Utara province),,,Yes,No,No,,,,3.17,98.392,,2013,9.0,,2013,12.0,,,,29727.0,,29727.0,,,,,,,79.6013094233451,"[{""adm2_code"":18227,""adm2_name"":""Karo""}]",2014-05-27,2023-09-25
2013-0552-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BRA,Brazil,Latin America and the Caribbean,Americas,"Espirito Santo, Minas Gerais provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,Yes,,,Km2,-18.9538,-41.94,,2013,12.0,17.0,2014,1.0,4.0,64.0,100.0,,43200.0,43300.0,,,,,540000.0,678381.0,79.6013094233451,"[{""adm1_code"":672,""adm1_name"":""Espirito Santo""},{""adm1_code"":677,""adm1_name"":""Minas Gerais""}]",2014-01-08,2023-09-25
2013-0555-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usc000llbt,,CHN,China,Eastern Asia,Asia,"Badong area (Enshi Tujia and Miao district, Hubei Sheng province), Zigui, Xingshan areas (Yichang district, Hubei Sheng province)",,,No,No,No,,5.1,Richter,31.066,110.412,,2013,12.0,16.0,2013,12.0,16.0,,,90500.0,,90500.0,,,,,6300.0,7914.0,79.6013094233451,"[{""adm2_code"":13120,""adm2_name"":""Yichang""},{""adm2_code"":13128,""adm2_name"":""Enshi Tujia and Miao""}]",2014-03-20,2023-09-25
2013-0558-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Nelson, Carroll districts (Kentucky province)",Heavy rains,,No,No,No,,16069.91,Km2,37.5597,-86.79,,2013,12.0,22.0,2013,12.0,31.0,5.0,,,,,,,,,,,79.6013094233451,"[{""adm2_code"":29691,""adm2_name"":""Carroll""},{""adm2_code"":29760,""adm2_name"":""Nelson""}]",2014-01-08,2023-09-25
2013-0561-TWN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000ftgc,,TWN,Taiwan (Province of China),Eastern Asia,Asia,"Puli city (Name Unknown district, Taiwan Sheng province)",,,No,No,No,,5.9,Richter,23.828,121.215,,2013,3.0,27.0,2013,3.0,27.0,1.0,97.0,,,97.0,,,,,1000.0,1256.0,79.6013094233451,"[{""adm2_code"":13277,""adm2_name"":""Name Unknown""}]",2014-01-20,2023-09-25
2013-0563-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000g8qd,,CHN,China,Eastern Asia,Asia,Dali Bai district (Yunnan Sheng province),,,No,No,No,,5.1,Richter,25.953,99.782,,2013,4.0,17.0,2013,4.0,17.0,,10.0,80545.0,,80555.0,,,,,38000.0,47738.0,79.6013094233451,"[{""adm2_code"":13312,""adm2_name"":""Dali Bai""}]",2014-01-20,2023-09-25
2013-0572-GBR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Oxford city (Oxfordshire district), Devon city (Devonshire district) (England province) ; Wales, Scotland provinces",Heavy rains,,No,No,No,,126149.79,Km2,53.2732,-1.51,,2013,12.0,27.0,2014,1.0,,2.0,,600.0,,600.0,,,,,1500000.0,1884391.0,79.6013094233451,"[{""adm1_code"":3184,""adm1_name"":""Scotland""},{""adm1_code"":3186,""adm1_name"":""Wales""},{""adm2_code"":40104,""adm2_name"":""Devonshire""},{""adm2_code"":40127,""adm2_name"":""Oxfordshire""}]",2014-02-10,2023-09-25
2013-0581-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000l8qj,,CHN,China,Eastern Asia,Asia,"Keping Xian area (Aksu district, Xinjiang Uygur Zizhiqu province)",,,No,No,No,,5.0,Richter,40.253,78.944,,2013,12.0,1.0,2013,12.0,1.0,,,,2000.0,2000.0,,,,,,,79.6013094233451,"[{""adm2_code"":13287,""adm2_name"":""Aksu""}]",2014-03-21,2023-09-25
2014-0026-ITA,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,ITA,Italy,Southern Europe,Europe,"Bastiglia, Carpi, Medolla, Mirandoli cities (Modena district, Emilia-romagna province), Genova, La Spezia districts (Liguria province), Pisa, Volterra cities (Pisa district, Toscana province), Bologna district (Emilia-romagna province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,43.9958,7.1,Secchia,2014,1.0,18.0,2014,1.0,31.0,2.0,1.0,600.0,1000.0,1601.0,,,,,120000.0,148345.0,80.8926237222027,"[{""adm2_code"":18334,""adm2_name"":""Bologna""},{""adm2_code"":18337,""adm2_name"":""Modena""},{""adm2_code"":18352,""adm2_name"":""Genova""},{""adm2_code"":18354,""adm2_name"":""La Spezia""},{""adm2_code"":18405,""adm2_name"":""Pisa""}]",2014-05-14,2023-09-25
2014-0027-FRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,FRA,France,Western Europe,Europe,"Hyeres, Lavandou city (Var district, Provence-Alpes-Cote-d'Azur province) ; Cote d'Azur region (Alpes Maritimes district, Provence-Alpes-Cote-d'Azur province)",Heavy rains,,No,No,No,,82989.45,Km2,43.9958,7.1,,2014,1.0,19.0,2014,2.0,7.0,4.0,,1000.0,,1000.0,,,,,,,80.8926237222027,"[{""adm2_code"":16321,""adm2_name"":""Alpes-maritimes""},{""adm2_code"":16324,""adm2_name"":""Var""}]",2014-05-14,2023-09-25
2014-0035-BOL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2014-000008,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Trinidad town (Cercado Province, Beni department), Rurrenabaque town (General Jose Ballivi province, Beni department); Cochabamba, La Paz, Chuquisaca, Oruro, Tarija, Santa Cruz, Potosi, Pando departments",Violent weather,,No,No,Yes,,,,-13.3888,-64.01,,2014,1.0,1.0,2014,2.0,28.0,74.0,,6600.0,4800.0,11400.0,,,,,200000.0,247241.0,80.8926237222027,"[{""adm1_code"":648,""adm1_name"":""Pando""},{""adm1_code"":40444,""adm1_name"":""Chuquisaca""},{""adm1_code"":40445,""adm1_name"":""Cochabamba""},{""adm1_code"":40446,""adm1_name"":""La Paz""},{""adm1_code"":40447,""adm1_name"":""Oruro""},{""adm1_code"":40448,""adm1_name"":""Potosi""},{""adm1_code"":40449,""adm1_name"":""Santa Cruz""},{""adm1_code"":40450,""adm1_name"":""Tarija""},{""adm2_code"":6141,""adm2_name"":""Cercado""},{""adm2_code"":6142,""adm2_name"":""General Jose Ballivi""}]",2014-05-14,2023-09-25
2014-0044-IDN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sinabung,IDN,Indonesia,South-eastern Asia,Asia,Karo district (Sumatera Utara province),,,No,No,No,,,,3.17,98.392,,2014,2.0,1.0,2014,2.0,1.0,32.0,2.0,32000.0,,32002.0,,,,,83000.0,102605.0,80.8926237222027,"[{""adm2_code"":18227,""adm2_name"":""Karo""}]",2014-07-29,2023-09-25
2014-0049-GRC,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usb000m8ch,,GRC,Greece,Southern Europe,Europe,"Lixouri, Kounopetra, Fiskardo villages (Kefalonia Isl., Kefallinias district, Ionioi Nisoi province)",,,No,No,Yes,,6.1,Richter,38.2082,20.4528,,2014,1.0,26.0,2014,2.0,3.0,,23.0,2000.0,,2023.0,,,8000.0,9890.0,178000.0,220045.0,80.8926237222027,"[{""adm2_code"":16688,""adm2_name"":""Kefallinias""}]",2014-02-28,2023-09-25
2014-0054-IRN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usc000lvhr,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Bastak city (Bandar-elengeh district, Hormozgan province)",,,No,No,No,,5.2,Richter,27.1502,54.4482,,2014,1.0,2.0,2014,1.0,2.0,1.0,30.0,300.0,,330.0,,,,,2000.0,2472.0,80.8926237222027,"[{""adm2_code"":40899,""adm2_name"":""Bandar-elengeh""}]",2014-02-07,2023-09-25
2014-0056-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Tangerang district (Banten province), Dki Jakarta province",Heavy rains,,No,No,No,,35769.22,Km2,-6.6324,107.71,,2014,1.0,8.0,2014,2.0,7.0,32.0,,20000.0,,20000.0,,,20000.0,24724.0,600000.0,741724.0,80.8926237222027,"[{""adm1_code"":1516,""adm1_name"":""Dki Jakarta""},{""adm2_code"":18028,""adm2_name"":""Tangerang""}]",2014-05-14,2023-09-25
2014-0063-BDI,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2014-000019,,BDI,Burundi,Sub-Saharan Africa,Africa,"Kinyinya, Kijaga villages (Mutumbuzi district, Bujumbura Rural province), Kamenge, Kinama, Buterere, Ngagara, Kanyosha districts (Bujumbura Mairie province)",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,,3237.42,Km2,-4.14041,29.65,Gikoma Nyabagere river,2014,2.0,19.0,2014,3.0,10.0,96.0,182.0,,12500.0,12682.0,,,,,2000.0,2472.0,80.8926237222027,"[{""adm2_code"":40565,""adm2_name"":""Buterere""},{""adm2_code"":40570,""adm2_name"":""Kamenge""},{""adm2_code"":40571,""adm2_name"":""Kanyosha""},{""adm2_code"":40572,""adm2_name"":""Kinama""},{""adm2_code"":40575,""adm2_name"":""Ngagara""},{""adm2_code"":40589,""adm2_name"":""Mutimbuzi""}]",2014-07-29,2023-09-25
2014-0064-IDN,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,GLIDE:VO-2014-000022,Mt. Kelud,IDN,Indonesia,South-eastern Asia,Asia,"Bantul, Kota Yogyakarta, Kulonprogo, Sleman districts (Daerah Istimewa Yogyakarta province), Boyolali, Kebumen, Kota Magelang, Kota Surakarta, Magelang, Purworejo, Temanggung, Wonogiri districts (Jawa Tengah province), Blitar, Kediri, Kota Blitar, Kota Kediri, Kota Malang, Kota Surabaya, Malang, Pacitan, Ponorogo districts (Jawa Timur province), Kota Mataram district (Nusatenggara Barat province)",,,No,No,No,,,,-7.93,112.308,,2014,2.0,14.0,2014,2.0,14.0,7.0,70.0,83088.0,,83158.0,,,,,103000.0,127329.0,80.8926237222027,"[{""adm2_code"":17981,""adm2_name"":""Bantul""},{""adm2_code"":17983,""adm2_name"":""Kota Yogyakarta""},{""adm2_code"":17984,""adm2_name"":""Kulonprogo""},{""adm2_code"":17985,""adm2_name"":""Sleman""},{""adm2_code"":18034,""adm2_name"":""Boyolali""},{""adm2_code"":18041,""adm2_name"":""Kebumen""},{""adm2_code"":18043,""adm2_name"":""Kota Magelang""},{""adm2_code"":18047,""adm2_name"":""Kota Surakarta""},{""adm2_code"":18050,""adm2_name"":""Magelang""},{""adm2_code"":18055,""adm2_name"":""Purworejo""},{""adm2_code"":18061,""adm2_name"":""Temanggung""},{""adm2_code"":18062,""adm2_name"":""Wonogiri""},{""adm2_code"":18066,""adm2_name"":""Blitar""},{""adm2_code"":18072,""adm2_name"":""Kediri""},{""adm2_code"":18073,""adm2_name"":""Kota Blitar""},{""adm2_code"":18074,""adm2_name"":""Kota Kediri""},{""adm2_code"":18076,""adm2_name"":""Kota Malang""},{""adm2_code"":18080,""adm2_name"":""Kota Surabaya""},{""adm2_code"":18089,""adm2_name"":""Pacitan""},{""adm2_code"":18092,""adm2_name"":""Ponorogo""},{""adm2_code"":73780,""adm2_name"":""Malang""},{""adm2_code"":73736,""adm2_name"":""Kota Mataram""}]",2014-07-29,2023-09-25
2014-0086-CHN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:usc000mnvj,,CHN,China,Eastern Asia,Asia,"Yutian Xian area (Khotan district, Xinjiang Uygur Zizhiqu province)",,,No,No,No,,6.9,Richter,35.9053,82.5864,,2014,2.0,12.0,2014,2.0,12.0,,,450000.0,,450000.0,,,,,174000.0,215100.0,80.8926237222027,"[{""adm2_code"":13290,""adm2_name"":""Khotan""}]",2014-03-06,2023-09-25
2014-0091-SLB,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SLB,Solomon Islands,Melanesia,Oceania,"Honiara, Guadalcanal, Makira, Malaita, Isabel Islands areas",Prolonged heavy rainfall associated with a tropical depression,Broken Dam/Burst bank,Yes,No,No,7548.0,5480.75,Km2,-9.678,160.34,,2014,4.0,1.0,2014,4.0,8.0,47.0,,52000.0,,52000.0,,,,,24000.0,29669.0,80.8926237222027,"[{""adm1_code"":2687,""adm1_name"":""Administrative unit not available""}]",2014-07-29,2023-09-25
2014-0094-CHL,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2014-000044|USGS:usc000nzvd,,CHL,Chile,Latin America and the Caribbean,Americas,"Arica y Painacota province, Alto Hospicio commune (Iquique district, Tarapaca province)",,"Slide (land, mud, snow, rock)",No,No,Yes,,8.2,Richter,-19.61,-70.769,,2014,4.0,1.0,2014,4.0,1.0,6.0,,513387.0,,513387.0,,,,,100000.0,123621.0,80.8926237222027,"[{""adm1_code"":91503,""adm1_name"":""Arica y Painacota""},{""adm2_code"":91517,""adm2_name"":""Iquique""}]",2014-04-22,2023-09-25
2014-0097-MHL,No,nat-hyd-flo-coa,Natural,Hydrological,Flood,Coastal flood,,,MHL,Marshall Islands,Micronesia,Oceania,"Arno Majuro, Mili, Maloelap, Wotje Atolls, Kili Island",,Surge,No,No,No,,34.84,Km2,7.30951,168.73,,2014,3.0,3.0,2014,3.0,10.0,,,360.0,,360.0,,,,,,,80.8926237222027,"[{""adm1_code"":2002,""adm1_name"":""Administrative unit not available""}]",2014-05-14,2023-09-25
